academyinfo_school_id,school_name_2023,school_name_2024,school_full_name_2023,school_full_name_2024,school_division_2023,school_division_2024,school_kind_2023,school_kind_2024,branch_2023,branch_2024,region_2023,region_2024,academyinfo_enrollment_2023,academyinfo_enrollment_2024,edss_exact_open_id_count_2023,edss_exact_open_id_count_2024,edss_exact_open_ids_2023,edss_exact_open_ids_2024,candidate_open_id,candidate_method,resolution_status
0000001,국립강릉원주대학교,국립강릉원주대학교,국립강릉원주대학교 _ 본교,국립강릉원주대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,강원,강원,9945,9622,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000002,국립강릉원주대학교,국립강릉원주대학교,국립강릉원주대학교 _ 제2캠퍼스,국립강릉원주대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,강원,강원,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000003,강원대학교,강원대학교,강원대학교 _ 본교,강원대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,강원,강원,28860,28770,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000004,강원대학교,강원대학교,강원대학교 _ 제2캠퍼스,강원대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,강원,강원,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000005,경북대학교,경북대학교,경북대학교 _ 본교,경북대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대구,대구,28665,28855,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000007,경상국립대학교,경상국립대학교,경상국립대학교 _ 본교,경상국립대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경남,경남,20262,21100,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000008,국립공주대학교,국립공주대학교,국립공주대학교 _ 본교,국립공주대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충남,충남,15994,16004,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000009,국립군산대학교,국립군산대학교,국립군산대학교 _ 본교,국립군산대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전북,전북,8737,8549,0,1,,8402900099,,,unresolved_two_year_exact_match_not_unique
0000010,국립금오공과대학교,국립금오공과대학교,국립금오공과대학교 _ 본교,국립금오공과대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,7507,7405,1,1,5637881100,5637881100,5637881100,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000011,국립목포대학교,국립목포대학교,국립목포대학교 _ 본교,국립목포대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,8309,7949,1,1,3325767040,3325767040,3325767040,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000012,국립목포해양대학교,국립목포해양대학교,국립목포해양대학교 _ 본교,국립목포해양대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,3016,2997,1,1,8557606160,8557606160,8557606160,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000013,국립부경대학교,국립부경대학교,국립부경대학교 _ 본교,국립부경대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,20806,20749,1,1,9321250915,9321250915,9321250915,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000014,부산대학교,부산대학교,부산대학교 _ 본교,부산대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,26400,26294,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000019,서울대학교,서울대학교,서울대학교 _ 본교,서울대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,21432,21671,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000020,국립순천대학교,국립순천대학교,국립순천대학교 _ 본교,국립순천대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,8786,8596,1,0,9872376203,,,,unresolved_two_year_exact_match_not_unique
0000021,국립경국대학교,국립경국대학교,국립경국대학교 _ 본교,국립경국대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,6914,6625,1,1,6292823433,6292823433,6292823433,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000023,전남대학교,전남대학교,전남대학교 _ 본교,전남대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,25381,25393,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000024,전남대학교,전남대학교,전남대학교 _ 제2캠퍼스,전남대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,전남광주,전남광주,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000025,전북대학교,전북대학교,전북대학교 _ 본교,전북대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전북,전북,23708,23523,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000027,제주대학교,제주대학교,제주대학교 _ 본교,제주대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,제주,제주,13307,13106,1,1,2790658831,2790658831,2790658831,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000028,국립창원대학교,국립창원대학교,국립창원대학교 _ 본교,국립창원대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경남,경남,10423,10279,1,1,4379354298,4379354298,4379354298,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000029,충남대학교,충남대학교,충남대학교 _ 본교,충남대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대전,대전,22384,22392,0,1,,9374160170,,,unresolved_two_year_exact_match_not_unique
0000030,충북대학교,충북대학교,충북대학교 _ 본교,충북대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충북,충북,17473,17372,1,1,4091667532,4091667532,4091667532,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000031,한국교원대학교,한국교원대학교,한국교원대학교 _ 본교,한국교원대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충북,충북,2558,2584,1,1,5302303493,5302303493,5302303493,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000032,한국체육대학교,한국체육대학교,한국체육대학교 _ 본교,한국체육대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,2992,2959,1,1,9037995696,9037995696,9037995696,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000033,국립한국해양대학교,국립한국해양대학교,국립한국해양대학교 _ 본교,국립한국해양대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,7984,7996,1,1,3198850274,3198850274,3198850274,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000034,국립한국교통대학교,국립한국교통대학교,국립한국교통대학교 _ 본교,국립한국교통대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충북,충북,11340,11227,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000035,경남과학기술대학교,경남과학기술대학교,경남과학기술대학교 _ 본교,경남과학기술대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경남,경남,4138,2941,1,1,9699124276,9699124276,9699124276,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000036,서울과학기술대학교,서울과학기술대학교,서울과학기술대학교 _ 본교,서울과학기술대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,13641,13657,1,1,4005481183,4005481183,4005481183,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000037,한경국립대학교,한경국립대학교,한경국립대학교 _ 본교,한경국립대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,7028,7183,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000039,국립한밭대학교,국립한밭대학교,국립한밭대학교 _ 본교,국립한밭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대전,대전,11216,11106,1,1,9664951324,9664951324,9664951324,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000040,서울시립대학교,서울시립대학교,서울시립대학교 _ 본교,서울시립대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,11900,11866,1,1,6524985253,6524985253,6524985253,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000046,가톨릭대학교,가톨릭대학교,가톨릭대학교 _ 본교,가톨릭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,10824,11072,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000048,가톨릭대학교,가톨릭대학교,가톨릭대학교 _ 제2캠퍼스,가톨릭대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,서울,서울,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000049,가톨릭대학교,가톨릭대학교,가톨릭대학교 _ 제3캠퍼스,가톨릭대학교 _ 제3캠퍼스,대학,대학,대학교,대학교,제3캠퍼스,제3캠퍼스,서울,서울,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000050,감리교신학대학교,감리교신학대학교,감리교신학대학교 _ 본교,감리교신학대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,849,786,1,1,6596412479,6596412479,6596412479,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000051,강남대학교,강남대학교,강남대학교 _ 본교,강남대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,8716,8516,1,1,4122748434,4122748434,4122748434,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000052,건국대학교,건국대학교,건국대학교 _ 본교,건국대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,22435,22409,1,0,4535955071,,,,unresolved_two_year_exact_match_not_unique
0000053,건국대학교(글로컬),건국대학교(글로컬),건국대학교(글로컬) _ 분교,건국대학교(글로컬) _ 분교,대학,대학,대학교,대학교,분교,분교,충북,충북,10128,10177,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000054,건양대학교,건양대학교,건양대학교 _ 본교,건양대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충남,충남,7952,7719,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000055,건양대학교,건양대학교,건양대학교 _ 제2캠퍼스,건양대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,대전,대전,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000056,경기대학교,경기대학교,경기대학교 _ 본교,경기대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,19030,18732,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000058,경기대학교,경기대학교,경기대학교 _ 제2캠퍼스,경기대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,서울,서울,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000059,경남대학교,경남대학교,경남대학교 _ 본교,경남대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경남,경남,13132,11895,1,1,4642298758,4642298758,4642298758,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000060,경동대학교,경동대학교,경동대학교 _ 본교,경동대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,강원,강원,9077,8973,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000061,대구한의대학교,대구한의대학교,대구한의대학교 _ 본교,대구한의대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,7964,8067,1,1,6697622954,6697622954,6697622954,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000062,경성대학교,경성대학교,경성대학교 _ 본교,경성대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,16061,16289,1,1,4552991390,4552991390,4552991390,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000063,가천대학교,가천대학교,가천대학교 _ 본교,가천대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,27102,28264,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000064,경일대학교,경일대학교,경일대학교 _ 본교,경일대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,8774,8602,1,1,7082747936,7082747936,7082747936,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000065,신경주대학교,신경주대학교,신경주대학교 _ 본교,신경주대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,972,965,1,1,4847664237,4847664237,4847664237,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000066,경희대학교,경희대학교,경희대학교 _ 본교,경희대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,33431,33019,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000068,계명대학교,계명대학교,계명대학교 _ 본교,계명대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대구,대구,28949,28685,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000069,고려대학교,고려대학교,고려대학교 _ 본교,고려대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,26684,27382,1,1,3291834950,3291834950,3291834950,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000070,고려대학교(세종),고려대학교(세종),고려대학교(세종) _ 분교,고려대학교(세종) _ 분교,대학,대학,대학교,대학교,분교,분교,세종,세종,9047,8942,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000071,고신대학교,고신대학교,고신대학교 _ 본교,고신대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,3945,3591,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000072,가톨릭관동대학교,가톨릭관동대학교,가톨릭관동대학교 _ 본교,가톨릭관동대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,강원,강원,9398,8410,1,1,2705171465,2705171465,2705171465,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000073,광신대학교,광신대학교,광신대학교 _ 본교,광신대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,521,500,1,1,2040934205,2040934205,2040934205,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000074,광운대학교,광운대학교,광운대학교 _ 본교,광운대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,11406,11252,1,1,2030089497,2030089497,2030089497,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000075,광주가톨릭대학교,광주가톨릭대학교,광주가톨릭대학교 _ 본교,광주가톨릭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,103,97,1,1,2627714097,2627714097,2627714097,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000076,광주여자대학교,광주여자대학교,광주여자대학교 _ 본교,광주여자대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,3777,3480,1,1,1003343641,1003343641,1003343641,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000078,국민대학교,국민대학교,국민대학교 _ 본교,국민대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,20692,20478,1,1,3241691589,3241691589,3241691589,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000079,강서대학교,강서대학교,강서대학교 _ 본교,강서대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,2035,2157,1,1,2921958863,2921958863,2921958863,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000080,극동대학교,극동대학교,극동대학교 _ 본교,극동대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충북,충북,3901,3777,1,1,4378646194,4378646194,4378646194,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000081,나사렛대학교,나사렛대학교,나사렛대학교 _ 본교,나사렛대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충남,충남,6317,6008,1,1,3274086236,3274086236,3274086236,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000082,단국대학교,단국대학교,단국대학교 _ 본교,단국대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,29279,29110,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000084,대구대학교,대구대학교,대구대학교 _ 본교,대구대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,21395,21003,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000087,대구예술대학교,대구예술대학교,대구예술대학교 _ 본교,대구예술대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,697,455,1,1,3420910358,3420910358,3420910358,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000088,대구가톨릭대학교,대구가톨릭대학교,대구가톨릭대학교 _ 본교,대구가톨릭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,14679,14268,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000092,세한대학교,세한대학교,세한대학교 _ 본교,세한대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,4414,4308,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000093,대신대학교,대신대학교,대신대학교 _ 본교,대신대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,600,669,1,1,4017753899,4017753899,4017753899,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000094,대전가톨릭대학교,대전가톨릭대학교,대전가톨릭대학교 _ 본교,대전가톨릭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,세종,세종,51,48,1,1,3204512953,3204512953,3204512953,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000095,대전대학교,대전대학교,대전대학교 _ 본교,대전대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대전,대전,11469,10965,1,1,7762282371,7762282371,7762282371,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000097,대진대학교,대진대학교,대진대학교 _ 본교,대진대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,9980,10047,1,1,2966308116,2966308116,2966308116,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000098,서울기독대학교,서울기독대학교,서울기독대학교 _ 본교,서울기독대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,493,728,1,1,4291264116,4291264116,4291264116,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000099,덕성여자대학교,덕성여자대학교,덕성여자대학교 _ 본교,덕성여자대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,6507,6459,1,1,6945439219,6945439219,6945439219,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000100,동국대학교,동국대학교,동국대학교 _ 본교,동국대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,18230,18426,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000101,동국대학교(WISE),동국대학교(WISE),동국대학교(WISE) _ 분교,동국대학교(WISE) _ 분교,대학,대학,대학교,대학교,분교,분교,경북,경북,9838,9501,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000102,동덕여자대학교,동덕여자대학교,동덕여자대학교 _ 본교,동덕여자대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,8085,8257,1,1,7297517776,7297517776,7297517776,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000103,동서대학교,동서대학교,동서대학교 _ 본교,동서대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,12122,11557,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000104,동신대학교,동신대학교,동신대학교 _ 본교,동신대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,7125,6764,1,1,3939605593,3939605593,3939605593,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000105,동아대학교,동아대학교,동아대학교 _ 본교,동아대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,24504,24276,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000106,동양대학교,동양대학교,동양대학교 _ 본교,동양대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경북,경북,5210,5192,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000107,동의대학교,동의대학교,동의대학교 _ 본교,동의대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,19880,19490,1,1,2066678583,2066678583,2066678583,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000108,루터대학교,루터대학교,루터대학교 _ 본교,루터대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,396,386,1,1,5642528295,5642528295,5642528295,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000109,명지대학교,명지대학교,명지대학교 _ 본교,명지대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,18830,18376,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000111,명지대학교,명지대학교,명지대학교 _ 제2캠퍼스,명지대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,서울,서울,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000112,목원대학교,목원대학교,목원대학교 _ 본교,목원대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대전,대전,9602,9489,1,1,8148429274,8148429274,8148429274,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000113,배재대학교,배재대학교,배재대학교 _ 본교,배재대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,대전,대전,9769,9564,1,1,8136945664,8136945664,8136945664,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000114,부산가톨릭대학교,부산가톨릭대학교,부산가톨릭대학교 _ 본교,부산가톨릭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,4122,4068,1,1,9481304764,9481304764,9481304764,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000115,부산외국어대학교,부산외국어대학교,부산외국어대학교 _ 본교,부산외국어대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,부산,부산,10014,9532,1,1,7118994772,7118994772,7118994772,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000116,삼육대학교,삼육대학교,삼육대학교 _ 본교,삼육대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,7060,6856,1,1,1141288042,1141288042,1141288042,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000117,상명대학교,상명대학교,상명대학교 _ 본교,상명대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,16112,15943,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000119,상지대학교,상지대학교,상지대학교 _ 본교,상지대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,강원,강원,9180,8533,1,1,9737482547,9737482547,9737482547,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000120,서강대학교,서강대학교,서강대학교 _ 본교,서강대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,11553,11667,1,1,2371954739,2371954739,2371954739,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000121,서경대학교,서경대학교,서경대학교 _ 본교,서경대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,8773,8700,1,0,6073314666,,,,unresolved_two_year_exact_match_not_unique
0000122,서남대학교,서남대학교,서남대학교 _ 본교,서남대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전북,전북,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000124,서남대학교,서남대학교,서남대학교 _ 제2캠퍼스,서남대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,충남,충남,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0000125,서울신학대학교,서울신학대학교,서울신학대학교 _ 본교,서울신학대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,2456,2423,1,1,6105046808,6105046808,6105046808,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000126,서울여자대학교,서울여자대학교,서울여자대학교 _ 본교,서울여자대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,8726,9007,1,1,2795465350,2795465350,2795465350,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000127,서울장신대학교,서울장신대학교,서울장신대학교 _ 본교,서울장신대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,379,357,1,1,4364512026,4364512026,4364512026,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000128,서원대학교,서원대학교,서원대학교 _ 본교,서원대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충북,충북,8629,8965,1,1,5755970716,5755970716,5755970716,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000129,선문대학교,선문대학교,선문대학교 _ 본교,선문대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충남,충남,12066,11560,1,1,4959807395,4959807395,4959807395,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000131,성결대학교,성결대학교,성결대학교 _ 본교,성결대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,7024,6975,1,1,5094032645,5094032645,5094032645,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000132,성공회대학교,성공회대학교,성공회대학교 _ 본교,성공회대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,2862,2901,1,1,3388397693,3388397693,3388397693,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000133,성균관대학교,성균관대학교,성균관대학교 _ 본교,성균관대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,25362,25193,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000136,성신여자대학교,성신여자대학교,성신여자대학교 _ 본교,성신여자대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,10993,11227,0,0,,,,,unresolved_two_year_exact_match_not_unique
0000137,세명대학교,세명대학교,세명대학교 _ 본교,세명대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충북,충북,8775,8002,1,1,7039148092,7039148092,7039148092,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000138,세종대학교,세종대학교,세종대학교 _ 본교,세종대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,16235,16633,1,0,7617577195,,,,unresolved_two_year_exact_match_not_unique
0000139,수원가톨릭대학교,수원가톨릭대학교,수원가톨릭대학교 _ 본교,수원가톨릭대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,169,156,1,1,3184465050,3184465050,3184465050,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000140,수원대학교,수원대학교,수원대학교 _ 본교,수원대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,11860,11528,1,1,9326480150,9326480150,9326480150,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000141,숙명여자대학교,숙명여자대학교,숙명여자대학교 _ 본교,숙명여자대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,서울,서울,12231,12054,1,1,8424407124,8424407124,8424407124,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0000142,순천향대학교,순천향대학교,순천향대학교 _ 본교,순천향대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충남,충남,13889,14008,0,0,,,,,unresolved_two_year_exact_match_not_unique
