source,catalog_code,dataset,field_position,original_field_name,korean_meaning,storage_type,observed_value_type,unit,missing_value_definition,observed_missing_tokens,first_year,last_year,identifier_role
대학정보공시,1211,수익용기본재산확보현황,4,수익용학교구분명,수익용학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1211,수익용기본재산확보현황,5,법인명(2018년이후),법인명(2018년이후),string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2009,2025,
대학정보공시,1211,수익용기본재산확보현황,6,적용년도,적용년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
대학정보공시,1211,수익용기본재산확보현황,7,기준액2,기준액2,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1211,수익용기본재산확보현황,8,부담액,부담액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1211,수익용기본재산확보현황,9,기준액,기준액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1211,수익용기본재산확보현황,10,보유금액,보유금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1211,수익용기본재산확보현황,11,전입기부원조보조수입금액,전입기부원조보조수입금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1211,수익용기본재산확보현황,12,총운영수익금액,총운영수익금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
대학정보공시,1212,시설안전관리현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1212,시설안전관리현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1212,시설안전관리현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1212,시설안전관리현황,4,시설안전관리담당부서명,시설안전관리담당부서명,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,5,시설안전점검건명1,시설안전점검건명1,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,6,시설안전점검기간1,시설안전점검기간1,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,7,시설안전점검건명2,시설안전점검건명2,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"["""", ""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,8,시설안전점검기간2,시설안전점검기간2,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,9,시설안전점검건명3,시설안전점검건명3,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,10,시설안전점검기간3,시설안전점검기간3,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2015,2025,
대학정보공시,1212,시설안전관리현황,11,적용년도,적용년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1212,시설안전관리현황,12,안전점검결과40년이상안전미지정등급면적,안전점검결과40년이상안전미지정등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,13,안전점검결과40년이상안전E등급면적,안전점검결과40년이상안전E등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,14,안전점검결과40년이상안전D등급면적,안전점검결과40년이상안전D등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,15,안전점검결과40년이상안전C등급면적,안전점검결과40년이상안전C등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,16,안전점검결과40년이상안전B등급면적,안전점검결과40년이상안전B등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,17,안전점검결과40년이상안전A등급면적,안전점검결과40년이상안전A등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,18,40년이상최근4년이내정밀점검비율,40년이상최근4년이내정밀점검비율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,19,40년이상최근4년이내정밀점검건물수,40년이상최근4년이내정밀점검건물수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,20,40년이상최근5년이내정밀점검비율,40년이상최근5년이내정밀점검비율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,21,40년이상최근5년이내정밀점검건물수,40년이상최근5년이내정밀점검건물수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,22,40년이상건물수,40년이상건물수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,23,시설안전점검대상건물수3,시설안전점검대상건물수3,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,24,안전점검결과40년미만안전B등급동수,안전점검결과40년미만안전B등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,25,안전점검결과40년미만안전A등급동수,안전점검결과40년미만안전A등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,26,안전점검결과40년미만안전미지정등급면적,안전점검결과40년미만안전미지정등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,27,안전점검결과40년미만안전E등급면적,안전점검결과40년미만안전E등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,28,안전점검결과40년미만안전D등급면적,안전점검결과40년미만안전D등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,29,안전점검결과40년미만안전C등급면적,안전점검결과40년미만안전C등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,30,안전점검결과40년미만안전B등급면적,안전점검결과40년미만안전B등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,31,안전점검결과40년미만안전A등급면적,안전점검결과40년미만안전A등급면적,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,32,안전점검결과40년이상안전미지정등급동수,안전점검결과40년이상안전미지정등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,33,안전점검결과40년이상안전E등급동수,안전점검결과40년이상안전E등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,34,안전점검결과40년이상안전D등급동수,안전점검결과40년이상안전D등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,35,안전점검결과40년이상안전C등급동수,안전점검결과40년이상안전C등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,36,안전점검결과40년미만안전C등급동수,안전점검결과40년미만안전C등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,37,안전점검결과40년미만안전D등급동수,안전점검결과40년미만안전D등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,38,안전점검결과40년미만안전E등급동수,안전점검결과40년미만안전E등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,39,안전점검결과40년미만안전미지정등급동수,안전점검결과40년미만안전미지정등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,40,안전등급미지정대상40년이상동수,안전등급미지정대상40년이상동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,41,안전등급미지정대상40년미만동수,안전등급미지정대상40년미만동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,42,D등급E등급건물수,D등급E등급건물수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,43,D등급E등급해소건물수,D등급E등급해소건물수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,44,D등급E등급해소비율,D등급E등급해소비율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,45,화재발생건수,화재발생건수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,46,기숙사수용인원수,기숙사수용인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,47,기숙사현원수,기숙사현원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,48,기숙사소방교육훈련횟수,기숙사소방교육훈련횟수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,49,기숙사소방교육훈련1회당참여인원수,기숙사소방교육훈련1회당참여인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,50,안전점검결과40년이상안전B등급동수,안전점검결과40년이상안전B등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,51,안전점검결과40년이상안전A등급동수,안전점검결과40년이상안전A등급동수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,52,시설안전관리전담직원수,시설안전관리전담직원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,53,시설안전관리겸임직원수,시설안전관리겸임직원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,54,시설안전점검대상건물수1,시설안전점검대상건물수1,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1212,시설안전관리현황,55,시설안전점검대상건물수2,시설안전점검대상건물수2,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1213,실험실습실안전관리현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1213,실험실습실안전관리현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1213,실험실습실안전관리현황,4,적용년도,적용년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
대학정보공시,1213,실험실습실안전관리현황,5,학부생신규안전교육이수율,학부생신규안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,6,기타연구활동종사자상반기안전교육이수인원수,기타연구활동종사자상반기안전교육이수인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,7,기타연구활동종사자상반기안전교육이수율,기타연구활동종사자상반기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,8,기타연구활동종사자상반기안전교육대상인원수,기타연구활동종사자상반기안전교육대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,9,기타연구활동종사자신규안전교육이수인원수,기타연구활동종사자신규안전교육이수인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,10,기타연구활동종사자신규안전교육이수율,기타연구활동종사자신규안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,11,기타연구활동종사자신규안전교육대상인원수,기타연구활동종사자신규안전교육대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,12,기타연구활동종사자하반기안전교육이수인원수,기타연구활동종사자하반기안전교육이수인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,13,기타연구활동종사자하반기안전교육이수율,기타연구활동종사자하반기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,14,기타연구활동종사자하반기안전교육대상인원수,기타연구활동종사자하반기안전교육대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,15,연구실책임자상반기안전교육이수인원수,연구실책임자상반기안전교육이수인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,16,연구실책임자상반기안전교육이수율,연구실책임자상반기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,17,연구실책임자상반기안전교육대상인원수,연구실책임자상반기안전교육대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,18,연구실책임자신규안전교육이수인원수,연구실책임자신규안전교육이수인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,19,연구실책임자신규안전교육이수율,연구실책임자신규안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,20,연구실책임자신규안전교육대상인원수,연구실책임자신규안전교육대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,21,연구실책임자하반기안전교육이수인원수,연구실책임자하반기안전교육이수인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,22,연구실책임자하반기안전교육이수율,연구실책임자하반기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,23,연구실책임자하반기안전교육대상인원수,연구실책임자하반기안전교육대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,24,예체능및기타실험실습실안전2등급수,예체능및기타실험실습실안전2등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,25,예체능및기타실험실습실안전3등급수,예체능및기타실험실습실안전3등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,26,예체능및기타실험실습실안전4등급수,예체능및기타실험실습실안전4등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,27,예체능및기타실험실습실안전5등급수,예체능및기타실험실습실안전5등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,28,예체능및기타실험실습실안전미지정등급수,예체능및기타실험실습실안전미지정등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,29,인적피해사고건수,인적피해사고건수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,30,인적피해사고보험청구건수,인적피해사고보험청구건수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,31,사망보험가입금액,사망보험가입금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,32,사망후유장애보험가입금액,사망후유장애보험가입금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,33,대학원생1학기안전교육이수율,대학원생1학기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,34,대학원생2학기안전교육이수율,대학원생2학기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,35,대학원생신규안전교육이수율,대학원생신규안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,36,부상보험가입금액,부상보험가입금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,37,후유장애보험가입금액,후유장애보험가입금액,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,38,물적피해사고건수,물적피해사고건수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,39,물적피해사고보험청구건수,물적피해사고보험청구건수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,40,안전환경겸임관리자수,안전환경겸임관리자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,41,안전환경전담관리자수,안전환경전담관리자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,42,안전관리예산금액,안전관리예산금액,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,43,안전관리집행금액,안전관리집행금액,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,44,과학기술분야실험실습실안전1등급수,과학기술분야실험실습실안전1등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,45,과학기술분야실험실습실안전2등급수,과학기술분야실험실습실안전2등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,46,과학기술분야실험실습실안전3등급수,과학기술분야실험실습실안전3등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,47,과학기술분야실험실습실안전4등급수,과학기술분야실험실습실안전4등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,48,과학기술분야실험실습실안전5등급수,과학기술분야실험실습실안전5등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,49,과학기술분야실험실습실안전미지정등급수,과학기술분야실험실습실안전미지정등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,50,교원1학기안전교육이수율,교원1학기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,51,교원2학기안전교육이수율,교원2학기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,52,교원신규안전교육이수율,교원신규안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,53,학부생1학기안전교육이수율,학부생1학기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,54,학부생2학기안전교육이수율,학부생2학기안전교육이수율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1213,실험실습실안전관리현황,55,예체능및기타실험실습실안전1등급수,예체능및기타실험실습실안전1등급수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2011,2025,candidate
대학정보공시,1214,장애학생지원체제구축및운영현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2011,2025,candidate
대학정보공시,1214,장애학생지원체제구축및운영현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2011,2025,candidate
대학정보공시,1214,장애학생지원체제구축및운영현황,4,도우미지원사업외보조인력지원여부,도우미지원사업외보조인력지원여부,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,5,도우미지원사업참여여부,도우미지원사업참여여부,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,6,장애인특별전형유무내용,장애인특별전형유무내용,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,7,장애학생지원센터외지원인력부서명,장애학생지원센터외지원인력부서명,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-"", ""해당없음""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,8,장애학생지원센터여부,장애학생지원센터여부,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,9,학칙및규정내용,학칙및규정내용,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""-"", ""해당없음""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,10,특별지원위원회여부,특별지원위원회여부,string,"integer-like,string",공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,11,적용년도,적용년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2011,2025,candidate
대학정보공시,1214,장애학생지원체제구축및운영현황,12,수혜장애학생수,수혜장애학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2011,2025,
대학정보공시,1214,장애학생지원체제구축및운영현황,13,장애인특별전형입학생수,장애인특별전형입학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2011,2025,
